Cool,4,31,15100
asdf,1,7,640
BEZI,1,6,520
Er Piotta,1,4,360
Lo Zio,1,1,80
cool,1,0,0
BEZI,1,0,0
Supercool,1,0,0
Dobre,1,0,0
ANtani:P,1,0,0
